,lat_map,lon_map,time,id,date,time_s,address_map,incident_id,type,department,clean-type,match,drone-date
3442,32.60659,-117.0844,12:49pm,743f4b7fc5d31bd0659328c37b07549d,2022-04-11,12:49pm,670 Oxford St.,CVL29252,Suspicious Person,cvpd,suspicious person,29252,2022-04-11 12:49:00
3448,32.60659,-117.0844,11:23am,197c83321581877131063be1c257f73d,2022-04-11,11:23am,670 Oxford St.,CVL29219,Welfare Check,cvpd,welfare check,29219,2022-04-11 11:23:00
3459,32.603847,-117.0856467,11:24am,ac619e4234738b009017fc0ec3de4f76,2022-04-12,11:24am,1200 INDUSTRIAL BLVD,CVL029536,ATTEMPT VEHICLE THEFT,cvpd,attempt vehicle theft,29536,2022-04-12 11:24:00
3463,32.6112912,-117.081293,8:46am,50ab42bc64f9ed78ce53a5d10bed53d3,2022-04-12,8:46am,1000 BROADWAY ,CVL029479,VEHICLE BURGLARY ,cvpd,vehicle burglary,29479,2022-04-12 08:46:00
3490,32.6099128,-117.0816837,12:43pm,687380976bd8e396562275f1cb60523c,2022-04-14,12:43pm,1100 BROADWAY,cvl030154,DISTURBANCE,cvpd,disturbance,30154,2022-04-14 12:43:00
3510,32.6066251,-117.0829019,6:39pm,02da6abc7f7e8f57ac2ee4cad0a48fa0,2022-04-15,6:39pm,1150 Broadway,L030548,Robbery,cvpd,robbery,30548,2022-04-15 18:39:00
3518,32.61744934,-117.07166499,2:10pm,7153d55a8509d685ae0086e926d53a91,2022-04-15,2:10pm,330 Moss St,,,cvpd,,nan,2022-04-15 14:10:00
3592,32.6066251,-117.0829019,10:22am,44c7730ffba4494541e775cf8aa369d0,2022-04-19,10:22am,1150 Broadway,CVL31528,Subjects Causing Disturbance,cvpd,subjects causing disturbance,31528,2022-04-19 10:22:00
3601,32.6003732,-117.0880503,5:00pm,87f16e1ed1187af9283494aaa60ccc1e,2022-04-20,5:00pm,800 Dorothy St.,CVL32007,Welfare Check,cvpd,welfare check,32007,2022-04-20 17:00:00
3614,32.6066251,-117.0829019,1:02pm,72497104f55ece2646f0fa389833e9fd,2022-04-20,1:02pm,1150 Broadway,CVL31932,Welfare Check,cvpd,welfare check,31932,2022-04-20 13:02:00
3656,32.6173968,-117.0716741,1:22pm,25cc41e631c3a7161e2a44dbebbc3744,2022-04-24,1:22pm,1100 Industrial,L033193,Domestic Violence,cvpd,domestic violence,33193,2022-04-24 13:22:00
3686,32.6067906,-117.0800823,2:01pm,717519c57ce207b460983c7fc96714c3,2022-04-25,2:01pm,600 Oxford St.,CVL33529,Subject Causing Disturbance,cvpd,subject causing disturbance,33529,2022-04-25 14:01:00
3721,32.6090119,-117.08782,4:52pm,129a10f08dda97ded442af91b08519cc,2022-04-28,4:52pm,1100 Industrial Blvd,CVL034564,Suspicious vehicle,cvpd,suspicious vehicle,34564,2022-04-28 16:52:00
3724,32.61743043,-117.07165911,5:16pm,94c5ef1094b9efe255f20a782b72c27f,2022-04-28,5:16pm,330 Moss St,,,cvpd,,nan,2022-04-28 17:16:00
3745,32.6055125,-117.0817067,3:52pm,bbd5f81575619b91446a6cdb6c165f5a,2022-04-30,3:52pm,635 Oxford,L135130,Arson,cvpd,arson,35130,2022-04-30 15:52:00
3861,32.6173932,-117.07165087,11:49am,600f38b1a2bf90f623063abf2efa2ec1,2022-05-03,11:49am,330 Moss St,,,cvpd,,nan,2022-05-03 11:49:00
3862,32.61740135,-117.07164359,9:56am,14c3913a7b88f1edeadeb53cbae7e5f4,2022-05-03,9:56am,330 Moss St,,,cvpd,,nan,2022-05-03 09:56:00
3870,32.6083407,-117.0799139,3:52pm,34ac020284ad67c13bd99dc65f9737a2,2022-05-09,3:52pm,1177 Broadway,CVL37826,Welfare Check,cvpd,welfare check,37826,2022-05-09 15:52:00
3924,32.6099128,-117.0816837,4:46pm,ee2646800bf16e063524454adcaa3ec2,2022-05-13,4:46pm,1100 Broadway,CVL039145,Threats,cvpd,threats,39145,2022-05-13 16:46:00
3930,32.61741202,-117.07164779,10:47am,3d9ec76ec2b56694d68f490977ad4f5f,2022-05-13,10:47am,330 Moss St,,,cvpd,,nan,2022-05-13 10:47:00
3961,32.61740247,-117.07164915,10:36am,0fb403309da88ce677cb4b1fa96b11c8,2022-05-17,10:36am,1000 Jefferson Ave.,CVL40217,Burglary,cvpd,burglary,40217,2022-05-17 10:36:00
3984,32.61740324,-117.07164706,10:02am,2f4c6aeed220701365422f49dc93ec8f,2022-05-19,10:02am,1200 Broadway,CVL40869,Arson,cvpd,arson,40869,2022-05-19 10:02:00
4019,32.6178394,-117.091341,3:53pm,f2ded2c017e15c897661a335d7251f07,2022-05-23,3:53pm,I-5/ Main St.,CVL42144,Fire,cvpd,fire,42144,2022-05-23 15:53:00
4035,32.6098649,-117.0813317,10:43am,5d1ad1fb629b4712ab072fa56bfc5b6c,2022-05-24,10:43am,Broadway/ Naples St.,CVL42340,Suspicious Person,cvpd,suspicious person,42340,2022-05-24 10:43:00
4066,32.599303,-117.0912224,11:24am,21c69842120c678e3c6f5bd5bda29910,2022-05-26,11:24am,Bay Blvd./ Pacific Ave.,CVL42976,Fire,cvpd,fire,42976,2022-05-26 11:24:00
4099,32.6066251,-117.0829019,11:01am,6f206d8368f7b2e60e575e9c332820bc,2022-05-28,11:01am,1150 Broadway,L043619,Theft,cvpd,theft,43619,2022-05-28 11:01:00
4129,32.608699,-117.081237,6:00pm,e77d33504a2457e8d2ebd0c49338dbf5,2022-05-31,6:00pm,1130 Broadway,CVL44480,Subject Causing Disturbance,cvpd,subject causing disturbance,44480,2022-05-31 18:00:00
4151,32.61745746,-117.07165259,5:57pm,281fd9738a822db4ab84c99338dadfb1,2022-06-04,5:57pm,330 Moss St,,,cvpd,,nan,2022-06-04 17:57:00
4170,32.7160449,-117.1639757,2:44pm,80b7dd849ce828c776bbfb54672430b7,2022-06-06,2:44pm,1100 First Ave.,CVL46122,Missing Person At-Risk,cvpd,missing person at-risk,46122,2022-06-06 14:44:00
4245,32.6099128,-117.0816837,1:47pm,bdcb49e03feb5c392a0b64300f84b7bf,2022-06-14,1:47pm,1100 Broadway,CVL48357,Welfare Check,cvpd,welfare check,48357,2022-06-14 13:47:00
4284,32.6217551,-117.0370937,10:17am,27b6c7c9bbf8213cd31d97605283e60d,2022-06-17,10:17am,1200 Broadway,2207841,Robbery,cvpd,robbery,07841,2022-06-17 10:17:00
4285,32.6099128,-117.0816837,11:10am,6f0d59d6746b33d173485bbe372a62bb,2022-06-17,11:10am,1100 Broadway,049199,Welfare Check,cvpd,welfare check,49199,2022-06-17 11:10:00
4301,32.6174342,-117.07166928,6:22pm,38fb5754e18eac2c58e4549e4f93b571,2022-06-18,6:22pm,330 Moss St,L49579,Mental Health call,cvpd,mental health call,49579,2022-06-18 18:22:00
4337,32.6067906,-117.0800823,5:30pm,d1ebf6d65f557064bba7fa9fc7655acc,2022-06-21,5:30pm,600 Oxford St,CVL50478,Domestic Violence,cvpd,domestic violence,50478,2022-06-21 17:30:00
4341,32.6099128,-117.0816837,12:39pm,0f389bfb7ac8cb58cae4669902927f19,2022-06-21,12:39pm,1100 Broadway,CVL050397,Subject causing a disturbance,cvpd,subject causing a disturbance,50397,2022-06-21 12:39:00
4346,32.6066251,-117.0829019,6:31pm,f548949249ff9e4b28e09b9eae4660c9,2022-06-22,6:31pm,1150 Broadway,CVL50799,Subject causing disturbance,cvpd,subject causing disturbance,50799,2022-06-22 18:31:00
4354,32.6137711,-117.0898599,12:31pm,c3f516a8a5b1ada20c40b652ab2eaf30,2022-06-23,12:31pm,1000 Industrial Blvd,CVL051069,Suspicious circumstances,cvpd,suspicious circumstances,51069,2022-06-23 12:31:00
4369,32.6067906,-117.0800823,2:56pm,1a60d53114e76d6ebf22672c89c42c84,2022-06-25,2:56pm,600 Oxford St.,CVL51703,Welfare Check,cvpd,welfare check,51703,2022-06-25 14:56:00
4408,32.6067906,-117.0800823,11:25am,e6167364df3eeae45ac8f3b3fee9efae,2022-06-28,11:25am,600 Oxford St,CVL052460,Disturbance,cvpd,disturbance,52460,2022-06-28 11:25:00
4418,32.6067906,-117.0800823,5:54pm,d2d718d25087b042c1d2f612cdf43693,2022-06-29,5:54pm,600 Oxford St,CVL052929 ,Welfare Check,cvpd,welfare check,52929,2022-06-29 17:54:00
4420,32.611126,-117.092049,5:03pm,67b1004392c48e0983657f9e1c04006d,2022-06-29,5:03pm,1000 Bay Blvd,CVL052902,Subject causing a disturbance,cvpd,subject causing a disturbance,52902,2022-06-29 17:03:00
4438,32.6067906,-117.0800823,12:03pm,a6f32c63402217279e220df74929c66f,2022-06-30,12:03pm,600 Oxford St, CVL053146 ,Overdose,cvpd,overdose,53146,2022-06-30 12:03:00
4458,32.60659,-117.0844,6:23pm,ddb8dd4efeeccfabe77282c2d5eb8c7c,2022-07-03,6:23pm,670 Oxford St.,CVL54085,Fight ,cvpd,fight,54085,2022-07-03 18:23:00
4496,32.6099128,-117.0816837,1:53pm,ceaeba2686a8ba8af2081fddd1a95acc,2022-07-06,1:53pm,1100 Broadway,CVL054921,Domestic Violence ,cvpd,domestic violence,54921,2022-07-06 13:53:00
4568,32.6099128,-117.0816837,4:14pm,9d48ae4892b5d1e2c8cf79780907ef3b,2022-07-12,4:14pm,1100 Broadway,CVL056614,Subject causing a disturbance ,cvpd,subject causing a disturbance,56614,2022-07-12 16:14:00
4571,32.6099128,-117.0816837,12:50pm,e9f022dca999784b0ae6347b4f708540,2022-07-12,12:50pm,1100 Broadway,CVL056565,Subject causing disturbance ,cvpd,subject causing disturbance,56565,2022-07-12 12:50:00
4577,32.6067906,-117.0800823,4:41pm,f97fee80b2707366bc423879ac9a0d1a,2022-07-12,4:41pm,600 Oxford St,CVL056653,Subject causing a disturbance ,cvpd,subject causing a disturbance,56653,2022-07-12 16:41:00
4599,32.6067906,-117.0800823,12:49pm,c28b42ed096c29b4f3d706a9dd4685c2,2022-07-14,12:49pm,600 Oxford St,CVL057223,Fight ,cvpd,fight,57223,2022-07-14 12:49:00
4603,32.6102258,-117.0814539,7:14pm,3ba66e97765dc2bb7aa16fbcc68f18b7,2022-07-15,7:14pm,600 Naples St.,CVL57673,Trespassing,cvpd,trespassing,57673,2022-07-15 19:14:00
4638,32.60443,-117.088395,11:39am,731747c5b235fbd9f7968a9ec9d5cac1,2022-07-17,11:39am,800 Palomar St.,CVL58131,Suspicious Vehicle,cvpd,suspicious vehicle,58131,2022-07-17 11:39:00
4692,32.6091654,-117.081293,3:30pm,e13d163d4b64247c2d76eb5fdddea637,2022-07-21,3:30pm,1120 Broadway,CVL59403,Robbery Alarm,cvpd,robbery alarm,59403,2022-07-21 15:30:00
4709,32.6099128,-117.0816837,10:07am,3ccc7fdd113e8e62754d9fe3f6a08092,2022-07-22,10:07am,1100 Broadway,CVL59607,Suspicious Person,cvpd,suspicious person,59607,2022-07-22 10:07:00
4733,32.61744022,-117.0716558,5:16pm,258cbe27150c7f5463c7fcf274362d9d,2022-07-24,5:16pm,330 Moss St,,,cvpd,,nan,2022-07-24 17:16:00
4771,32.6067906,-117.0800823,11:48am,b082e41cb902176887aab44c40f8ee4a,2022-07-26,11:48am,600 Oxford St,CVL060766,Wanted Subject ,cvpd,wanted subject,60766,2022-07-26 11:48:00
4784,32.6104908,-117.0815869,2:29pm,173210d1463df72b32a4ce261e5eb864,2022-07-27,2:29pm,600 Naples ST,CVL061118,Subjects causing a disturbance ,cvpd,subjects causing a disturbance,61118,2022-07-27 14:29:00
4795,32.6067906,-117.0800823,4:46pm,d6bae2e2a5739655d7894b6f6d059cc9,2022-07-28,4:46pm,600 Oxford St, CVL061457,Disturbance ,cvpd,disturbance,61457,2022-07-28 16:46:00
4830,32.6031576,-117.0851599,11:26am,80e8c4c4c038eaa3fe4ed7a19baad662,2022-07-30,11:26am,1265 Industrial Blvd.,CVL62004,Subject with Gun,cvpd,subject with gun,62004,2022-07-30 11:26:00
4844,32.60659,-117.0844,11:57am,ca0fd727005d52e87677a4fc1f886cec,2022-07-31,11:57am,670 Oxford St.,CVL62308,Suspicious Person,cvpd,suspicious person,62308,2022-07-31 11:57:00
4858,32.6067906,-117.0800823,2:30pm,e9d00cff62290a02da163e7321eccda2,2022-08-01,2:30pm,600 Oxford St,CVL062622,Overdose ,cvpd,overdose,62622,2022-08-01 14:30:00
4894,32.6102258,-117.0814539,2:51pm,4eeb736085ae627a1c843710e8de1267,2022-08-03,2:51pm,600 Naples St,CVL063283,Welfare check ,cvpd,welfare check,63283,2022-08-03 14:51:00
4915,32.608699,-117.081237,11:29am,abd58c032e20be72b688db6fa8e37ae5,2022-08-05,11:29am,1130 Broadway,CVL63971,Traffic Hazard,cvpd,traffic hazard,63971,2022-08-05 11:29:00
4948,32.60659,-117.0844,10:14am,3499a813eb456452314cb3df8fe5525e,2022-08-07,10:14am,670 Oxford St.,CVL64540,Suspicious Person,cvpd,suspicious person,64540,2022-08-07 10:14:00
4995,32.6067906,-117.0800823,6:59pm,a4289e7a5025aa2bdc4d1f114d6767cd,2022-08-11,6:59pm,600 Oxford St,CVL066001,Overdose ,cvpd,overdose,66001,2022-08-11 18:59:00
5009,32.6099128,-117.0816837,12:51pm,725ed7e37c5cf8e33d23618c40547286,2022-08-11,12:51pm,1100 Broadway,CVL065896,Subject causing a disturbance ,cvpd,subject causing a disturbance,65896,2022-08-11 12:51:00
5024,32.60659,-117.0844,10:40am,591771b6c774e9b06cb0731e5189c834,2022-08-12,10:40am,670 Oxford St.,CVL66181 ,Wanted Subject,cvpd,wanted subject,66181,2022-08-12 10:40:00
5040,32.6031175,-117.0788158,4:31pm,ee5c3b64f8be3c353b219196dd893264,2022-08-14,4:31pm,600 Palomar St.,CVL66857,Unknown Problem,cvpd,unknown problem,66857,2022-08-14 16:31:00
5070,32.6217551,-117.0370937,5:33pm,47d6365c725ec8dc008e16f50a56504a,2022-08-16,5:33pm,1200 Broadway,CVL067512,Unknown problem ,cvpd,unknown problem,67512,2022-08-16 17:33:00
5086,32.6020498,-117.0851422,11:27am,35260c55201771ae190999ebc21289d0,2022-08-17,11:27am,700 Ada St,CVL067748,Missing person ,cvpd,missing person,67748,2022-08-17 11:27:00
5089,32.6099128,-117.0816837,12:23pm,68070437784976a12d5109d77f1613de,2022-08-17,12:23pm,1100 Broadway,CVL067755,Subject causing a disturbance ,cvpd,subject causing a disturbance,67755,2022-08-17 12:23:00
5111,32.61743438,-117.07166023,1:39pm,4e2f8c464e13eea7e82561bbd0d25265,2022-08-18,1:39pm,330 Moss St,,,cvpd,,nan,2022-08-18 13:39:00
5112,32.6102258,-117.0814539,7:19pm,ce55cf34d5c524f2d78bf5c50b350ed2,2022-08-19,7:19pm,600 Naples St.,CVL68549,Welfare Check,cvpd,welfare check,68549,2022-08-19 19:19:00
5167,32.603847,-117.0856467,11:16am,8aa72e24c69030454f1bac52e855d17c,2022-08-22,11:16am,1200 Industrial Blvd,CVL069320,Subject causing a disturbance ,cvpd,subject causing a disturbance,69320,2022-08-22 11:16:00
5202,32.6067906,-117.0800823,2:50pm,fa230311babd2fa93ce0cd280a645411,2022-08-24,2:50pm,600 Oxford St,CVL070005,Wanted  Subject ,cvpd,wantedsubject,70005,2022-08-24 14:50:00
5220,32.6067906,-117.0800823,2:10pm,00ba0c91dbf3abf4807ff727cb4b0d4d,2022-08-24,2:10pm,600 Oxford St,CVL070005,Wanted  Subject ,cvpd,wantedsubject,70005,2022-08-24 14:10:00
5234,32.6099128,-117.0816837,4:27pm,01f325320dba7914beb67d6edeb24bea,2022-08-25,4:27pm,1100 Broadway,CVL070328,Subject causing a disturbance ,cvpd,subject causing a disturbance,70328,2022-08-25 16:27:00
5273,32.6080588,-117.0925272,3:04pm,d073cc8c4296d67c93695c384c8fa06d,2022-08-28,3:04pm,1100 Bay Blvd.,CVL71262,Panic Alarm,cvpd,panic alarm,71262,2022-08-28 15:04:00
5295,32.6217551,-117.0370937,11:43am,b26768f39f314f27150c9e5dc6a7075a,2022-08-29,11:43am,1200 Broadway,CVL071498,Subject causing a disturbance ,cvpd,subject causing a disturbance,71498,2022-08-29 11:43:00
5328,32.6067906,-117.0800823,12:56pm,3569ebf8f25bb02d7d9ea734bea24004,2022-08-31,12:56pm,600 Oxford St, CVL072215,Subjects causing a disturbance ,cvpd,subjects causing a disturbance,72215,2022-08-31 12:56:00
5329,32.6099128,-117.0816837,11:33am,a6ad86d47200eb4c8fb2348ac2b7e368,2022-08-31,11:33am,1100 Broadway,CVL072198,Subject causing a disturbance ,cvpd,subject causing a disturbance,72198,2022-08-31 11:33:00
5358,32.6217551,-117.0370937,11:45am,e3bf22eb375cef476dea04a28bd7bcdc,2022-09-02,11:45am,1200 Broadway,CVL72877,Weapon Threat,cvpd,weapon threat,72877,2022-09-02 11:45:00
5359,32.6217551,-117.0370937,11:14am,9be307cce4a7446c21ec275bf2bb4967,2022-09-02,11:14am,1200 Broadway,CVL72877,Weapon Threat,cvpd,weapon threat,72877,2022-09-02 11:14:00
5385,32.6099128,-117.0816837,1:52pm,bedecb92bc1caad81e394c2d2d16aaa1,2022-09-04,1:52pm,1100 Broadway,CVL73527,Subjects Causing Disturbance,cvpd,subjects causing disturbance,73527,2022-09-04 13:52:00
5391,32.608699,-117.081237,11:52am,c73fac714a2f5eeb37f644198758c1e5,2022-09-04,11:52am,1130 Broadway,CVL73496,Welfare Check,cvpd,welfare check,73496,2022-09-04 11:52:00
5398,32.6217551,-117.0370937,4:39pm,d13bf19a8c7d8f191fd7e3675c2dacfa,2022-09-05,4:39pm,1200 Broadway,CVL073836,Battery ,cvpd,battery,73836,2022-09-05 16:39:00
5431,32.6067906,-117.0800823,5:56pm,fd4b1b7419e115954e6949e03e639784,2022-09-07,5:56pm,600 Oxford St,CVL074498,Subject causing a disturbance ,cvpd,subject causing a disturbance,74498,2022-09-07 17:56:00
5482,32.6099128,-117.0816837,1:05pm,3a3470d871b9c30c4c28f72cc13546b4,2022-09-11,1:05pm,1100 Broadway,CVL75644,Welfare Check,cvpd,welfare check,75644,2022-09-11 13:05:00
5557,32.6034228,-117.0837523,12:58pm,5f6fe160211c7e5a44d6ff03a4fe759b,2022-09-16,12:58pm,670 Palomar St.,CVL77129,Subject Causing Disturbance,cvpd,subject causing disturbance,77129,2022-09-16 12:58:00
5561,32.6066251,-117.0829019,2:26pm,5a71cb0caa5c7b506750f97ea3dd1479,2022-09-16,2:26pm,1150 Broadway,CVL77149,Subject Causing Disturbance,cvpd,subject causing disturbance,77149,2022-09-16 14:26:00
5613,32.715606,-117.1536308,6:18pm,b46212214adb380db2aca39a1b2a4100,2022-09-19,6:18pm,1000 Broadway,CVL078019,Trespassing ,cvpd,trespassing,78019,2022-09-19 18:18:00
5623,32.6067906,-117.0800823,4:56pm,7b46fc9c4948875686ac01109cf9a0e0,2022-09-19,4:56pm,600 Oxford St,CVL077995,Subject causing a disturbance ,cvpd,subject causing a disturbance,77995,2022-09-19 16:56:00
5659,32.6217551,-117.0370937,4:20pm,8f9747807ca6de134112fc28bb0043a6,2022-09-22,4:20pm,1200 Broadway,CVL078898,Grand Theft ,cvpd,grand theft,78898,2022-09-22 16:20:00
5705,32.6023583,-117.0924666,11:46am,cdf8ab21d129c6806c84ac25a73be48e,2022-09-25,11:46am,1400 Bay Blvd.,CVL79654,Suspicious Circumstances,cvpd,suspicious circumstances,79654,2022-09-25 11:46:00
5719,32.6099128,-117.0816837,11:17am,0e3a92d6f22fd6beca215b37a42ea387,2022-09-26,11:17am,1100 Broadway,CVL079955,Traffic Collision ,cvpd,traffic collision,79955,2022-09-26 11:17:00
5759,32.6099128,-117.0816837,5:11pm,ae6c2b6a96deea9e622caf2b24892c4a,2022-09-29,5:11pm,1100 Broadway,CVL080895,Subject causing a disturbance ,cvpd,subject causing a disturbance,80895,2022-09-29 17:11:00
5760,32.60443,-117.088395,4:31pm,45ad16c9fee6ada1a026bc3636195e45,2022-09-29,4:31pm,800 Palomar St,CVL080882,Domestic Violence ,cvpd,domestic violence,80882,2022-09-29 16:31:00
5761,32.60443,-117.088395,4:13pm,1d56535916d1dac8d81eb6f765b68097,2022-09-29,4:13pm,800 Palomar St,CVL080882,Domestic Violence ,cvpd,domestic violence,80882,2022-09-29 16:13:00
5784,32.6067906,-117.0800823,1:22pm,67f0516a61e4537b465a6c678ac5e9bb,2022-09-30,1:22pm,600 Oxford St.,CVL81170,Assault with Deadly Weapon,cvpd,assault with deadly weapon,81170,2022-09-30 13:22:00
5786,32.6031175,-117.0788158,3:42pm,d0bc78f426b8bd0454560f7282fc5a5a,2023-01-02,3:42pm,600 Palomar St,CVL000387,Theft ,cvpd,theft,00387,2023-01-02 15:42:00
5787,32.6099128,-117.0816837,3:12pm,d2df969c19ec10089ce2a01239467397,2023-01-02,3:12pm,1100 Broadway,CVL000379,Fight ,cvpd,fight,00379,2023-01-02 15:12:00
5805,32.6066251,-117.0829019,3:19pm,cb730fd92d30dba99dd5f1a832556d50,2023-01-06,3:19pm,1150 Broadway,CVL01566,Stolen Vehicle,cvpd,stolen vehicle,01566,2023-01-06 15:19:00
5831,32.6099128,-117.0816837,12:07pm,e8d53bcb4dc54cd87f36e028470fce30,2023-01-08,12:07pm,1100 Broadway,CVL02079,Fire,cvpd,fire,02079,2023-01-08 12:07:00
5835,32.6217551,-117.0370937,11:12am,34e51c4ead9a68aefcec55f2b4667f50,2023-01-08,11:12am,1200 Broadway,CVL02074,Fire,cvpd,fire,02074,2023-01-08 11:12:00
5915,32.6099128,-117.0816837,3:00pm,106f19010f3c685887075859301007eb,2023-01-16,3:00pm,1100 Broadway,CVL004419,Suspicious Person,cvpd,suspicious person,04419,2023-01-16 15:00:00
5942,32.6086068,-117.0875772,12:41pm,33bd00adc99cc3849633dc2768b04aff,2023-01-18,12:41pm,1100 Indrustrial Blvd,cvl004945,Check the area,cvpd,check the area,04945,2023-01-18 12:41:00
5979,32.6136921,-117.0699224,4:03pm,8514263fa87b451e63e6085004bf8a99,2023-01-21,4:03pm,1094 Third Ave.,CVL05816,Fight,cvpd,fight,05816,2023-01-21 16:03:00
5984,32.6067906,-117.0800823,11:39am,63a7a24e69fff5921ea2cb42639bb267,2023-01-21,11:39am,600 Oxford St.,CVL05767,Welfare Check,cvpd,welfare check,05767,2023-01-21 11:39:00
6002,32.6209868,-117.0942489,4:07pm,ce44882ea3a9d429b5d4a6aa0995a709,2023-01-22,4:07pm,Bay Blvd./ Pacific St.,CVL06101,Unknown Problem,cvpd,unknown problem,06101,2023-01-22 16:07:00
6055,32.603847,-117.0856467,7:49am,a78d56d70f39ab8e05b706140f55b62e,2023-01-26,7:49am,1200 Industrial Blvd.,CVL07253,Subject Causing Disturbance,cvpd,subject causing disturbance,07253,2023-01-26 07:49:00
6076,32.6047624,-117.0810631,2:33pm,4af5ccd69ac7e519e15430291b5c0a65,2023-01-27,2:33pm,1240 Broadway,CVL07705,Theft,cvpd,theft,07705,2023-01-27 14:33:00
6105,32.608699,-117.081237,11:48am,f17c9a2330026b0dd9f2a0b47437e792,2023-01-28,11:48am,1130 Broadway,CVL07998,Suspicious Person,cvpd,suspicious person,07998,2023-01-28 11:48:00
6156,32.608699,-117.081237,10:20am,d2435c483417deda06f6c3422b81fdeb,2023-02-01,10:20am,1130 Broadway,CVL009161,Narcotics ,cvpd,narcotics,09161,2023-02-01 10:20:00
6165,32.6090119,-117.08782,11:17am,5d33ef84954002956601ca1c3cf66ec2,2023-02-02,11:17am,1100 Industrial Blvd,CV2301500,Wanted subject ,cvpd,wanted subject,01500,2023-02-02 11:17:00
6197,32.6028944,-117.0850632,3:28pm,148a4daeee62c0ad0da189243d43debd,2023-02-04,3:28pm,1265 Industrial Bl,CVL10301,Evaluation Found Property,cvpd,evaluation found property,10301,2023-02-04 15:28:00
6267,32.6067906,-117.0800823,4:35pm,5299a24e0c3e1e6e7b53d0bac32c5b7f,2023-02-08,4:35pm,600 Oxford St,CVL011498,Stolen vehicle ,cvpd,stolen vehicle,11498,2023-02-08 16:35:00
6332,32.60443,-117.088395,4:58pm,b87292a29ecc524326e91feb696ccb41,2023-02-12,4:58pm,800 Palomar St.,CVL12761,Welfare Check,cvpd,welfare check,12761,2023-02-12 16:58:00
6341,32.6047624,-117.0810631,1:48pm,b09e5ff3678ed3241075b1ee50e80e76,2023-02-12,1:48pm,1240 Broadway,CVL12728,Theft,cvpd,theft,12728,2023-02-12 13:48:00
6389,32.61744502,-117.07169159,11:08am,75dae72ca0531416b5e8c8cd8d05ec8b,2023-02-15,11:08am,330 Moss St,,,cvpd,,nan,2023-02-15 11:08:00
6390,32.6066251,-117.0829019,11:28am,eaaa9207fbbeb17f0e0fe07d3410c428,2023-02-15,11:28am,1150 Broadway,CVL013614,Welfare Check,cvpd,welfare check,13614,2023-02-15 11:28:00
6412,32.60443,-117.088395,1:21pm,b044a403313aedbad083d6d71751b0e1,2023-02-17,1:21pm,800 Palomar St.,CVL14343,Suspicious Person,cvpd,suspicious person,14343,2023-02-17 13:21:00
6419,32.6066251,-117.0829019,12:54pm,ef54e49d0a67dcba712230f6c13761c9,2023-02-17,12:54pm,1150 Broadway,CVL14337,Suspicious Person,cvpd,suspicious person,14337,2023-02-17 12:54:00
6474,32.61739262,-117.07168224,9:35am,954a8d2fb70cd67021781b3a0ac78e76,2023-02-24,9:35am,900 Fourth,CVL016552,Assault,cvpd,assault,16552,2023-02-24 09:35:00
6553,32.6025992,-117.0775235,12:49pm,8357db97a3a53ad8ebcaa77aebd1a40e,2023-03-04,12:49pm,1355 Broadway,CVL19090,Weapon Threat,cvpd,weapon threat,19090,2023-03-04 12:49:00
6556,32.6098649,-117.0813317,11:06am,73b14613043d244855bee84d72a7f766,2023-03-04,11:06am,Broadway/ Naples St.,CVL19066,Subject Causing Disturbance,cvpd,subject causing disturbance,19066,2023-03-04 11:06:00
