Incident No.,Description,cfs-date,Block Location,Latitude,Longitude,drone-id
210713L00058202,Vehicle Theft,2021-07-13 14:52:04.933,600 BLOCK PALOMAR ST,32.60321,-117.078644,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058197,Petty Theft <=$950,2021-07-13 14:44:45.853,2300 BLOCK PASEO LOS GATOS,32.671696,-116.971921,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058190,Disturbance - General,2021-07-13 14:23:30.617,1300 BLOCK PALOMAR ST,32.623378,-116.998882,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058203,Vehicle Burglary,2021-07-13 14:55:41.610,20 BLOCK WOODLAWN AV,32.645673,-117.099781,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058189,Incident Follow Up,2021-07-13 14:23:01.577,1600 BLOCK BROADWAY,32.596398,-117.076633,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058205,Check a Person's Well Being,2021-07-13 15:04:36.773,300 BLOCK H ST,32.634521,-117.07721,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058208,[Protected Call Type],2021-07-13 15:11:56.433,800 BLOCK REGULO PL,32.641815,-117.00975,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058192,Disturbance - General,2021-07-13 14:32:12.283,1100 BLOCK FIFTH AV,32.611256,-117.077251,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058196,Fraud/Forgery,2021-07-13 14:43:19.003,200 BLOCK G ST,32.639123,-117.074463,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058206,Vehicle Theft,2021-07-13 15:03:09.090,1700 BLOCK BROADWAY,32.59463,-117.07519,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058198,Incident Follow Up,2021-07-13 14:49:50.140,100 BLOCK MACE ST,32.594574,-117.053718,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058193,Traffic Stop,2021-07-13 14:34:20.177,THIRD AV & F ST,32.641267,-117.079932,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058191,Traffic Collision,2021-07-13 14:26:06.007,1600 BLOCK THIRD AV,32.597737,-117.06453,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058194,PR Contact,2021-07-13 14:36:12.533,TELEGRAPH CANYON RD & I-805 FREEWAY RAMP,32.629001,-117.044296,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058195,Fraud/Forgery,2021-07-13 14:39:40.143,1300 BLOCK SANTA CRUZ CT,32.634002,-117.002714,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058199,Found,2021-07-13 14:44:11.950,K ST & ELDER AV,32.650535,-117.088005,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058204,Grand Theft > $950,2021-07-13 14:55:44.697,1400 BLOCK FOURTH AV,32.602187,-117.069214,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058207,Check a Person's Well Being,2021-07-13 15:12:53.603,300 BLOCK TROUSDALE DR,32.654582,-117.085753,f4861ddf2a3e4e2b698aeaf5c130747e
210713L00058202,Vehicle Theft,2021-07-13 14:52:04.933,600 BLOCK PALOMAR ST,32.60321,-117.078644,6adea635f1acd5361518185aecd5dda3
210713L00058197,Petty Theft <=$950,2021-07-13 14:44:45.853,2300 BLOCK PASEO LOS GATOS,32.671696,-116.971921,6adea635f1acd5361518185aecd5dda3
210713L00058188,Preserve The Peace,2021-07-13 14:13:00.983,1100 BLOCK TOBIAS DR,32.616371,-117.058925,6adea635f1acd5361518185aecd5dda3
210713L00058190,Disturbance - General,2021-07-13 14:23:30.617,1300 BLOCK PALOMAR ST,32.623378,-116.998882,6adea635f1acd5361518185aecd5dda3
210713L00058203,Vehicle Burglary,2021-07-13 14:55:41.610,20 BLOCK WOODLAWN AV,32.645673,-117.099781,6adea635f1acd5361518185aecd5dda3
210713L00058189,Incident Follow Up,2021-07-13 14:23:01.577,1600 BLOCK BROADWAY,32.596398,-117.076633,6adea635f1acd5361518185aecd5dda3
210713L00058205,Check a Person's Well Being,2021-07-13 15:04:36.773,300 BLOCK H ST,32.634521,-117.07721,6adea635f1acd5361518185aecd5dda3
210713L00058192,Disturbance - General,2021-07-13 14:32:12.283,1100 BLOCK FIFTH AV,32.611256,-117.077251,6adea635f1acd5361518185aecd5dda3
210713L00058196,Fraud/Forgery,2021-07-13 14:43:19.003,200 BLOCK G ST,32.639123,-117.074463,6adea635f1acd5361518185aecd5dda3
210713L00058206,Vehicle Theft,2021-07-13 15:03:09.090,1700 BLOCK BROADWAY,32.59463,-117.07519,6adea635f1acd5361518185aecd5dda3
210713L00058198,Incident Follow Up,2021-07-13 14:49:50.140,100 BLOCK MACE ST,32.594574,-117.053718,6adea635f1acd5361518185aecd5dda3
210713L00058187,[Protected Call Type],2021-07-13 14:13:36.810,300 BLOCK QUINCE PL,32.608657,-117.039393,6adea635f1acd5361518185aecd5dda3
210713L00058193,Traffic Stop,2021-07-13 14:34:20.177,THIRD AV & F ST,32.641267,-117.079932,6adea635f1acd5361518185aecd5dda3
210713L00058191,Traffic Collision,2021-07-13 14:26:06.007,1600 BLOCK THIRD AV,32.597737,-117.06453,6adea635f1acd5361518185aecd5dda3
210713L00058194,PR Contact,2021-07-13 14:36:12.533,TELEGRAPH CANYON RD & I-805 FREEWAY RAMP,32.629001,-117.044296,6adea635f1acd5361518185aecd5dda3
210713L00058195,Fraud/Forgery,2021-07-13 14:39:40.143,1300 BLOCK SANTA CRUZ CT,32.634002,-117.002714,6adea635f1acd5361518185aecd5dda3
210713L00058199,Found,2021-07-13 14:44:11.950,K ST & ELDER AV,32.650535,-117.088005,6adea635f1acd5361518185aecd5dda3
210713L00058204,Grand Theft > $950,2021-07-13 14:55:44.697,1400 BLOCK FOURTH AV,32.602187,-117.069214,6adea635f1acd5361518185aecd5dda3
210822L00070416,Found,2021-08-22 22:10:16.237,2200 BLOCK OTAY LAKES RD,32.648029,-116.966389,0bcf186c92b446ad9d88e10377af85bd
210822L00070419,Disturbance - General,2021-08-22 22:22:50.300,30 BLOCK MANKATO ST,32.634187,-117.068872,0bcf186c92b446ad9d88e10377af85bd
210822L00070422,Disturbance - Noise,2021-08-22 22:30:07.750,1 BLOCK TAMARINDO WY,32.598733,-117.051506,0bcf186c92b446ad9d88e10377af85bd
210822L00070413,Vehicle Theft Recovery,2021-08-22 22:03:09.990,ANITA ST & INDUSTRIAL BL,32.598514,-117.084095,0bcf186c92b446ad9d88e10377af85bd
210822L00070421,Disturbance - Traffic,2021-08-22 22:28:56.170,TIERRA DEL REY & E H ST,32.635829,-117.020646,0bcf186c92b446ad9d88e10377af85bd
210822L00070411,Disturbance - General,2021-08-22 21:51:39.697,MEDICAL CENTER CT & WILDAUER ST,32.617023,-117.021894,0bcf186c92b446ad9d88e10377af85bd
210922L00079743,Police Impound,2021-09-22 09:29:58.157,1100 BLOCK DEL MAR AV,32.613911,-117.067738,d3146bb61b5673b3cc76b9808e936f62
210922L00079730,Disturbance - Homeless-Related,2021-09-22 09:05:26.003,300 BLOCK PARK WY,32.638851,-117.078894,d3146bb61b5673b3cc76b9808e936f62
210922L00079753,Disturbance - Homeless-Related,2021-09-22 09:58:56.693,400 BLOCK BROADWAY,32.634152,-117.090964,d3146bb61b5673b3cc76b9808e936f62
210922L00079735,Traffic Stop,2021-09-22 09:16:12.213,SECOND AV & H ST,32.635532,-117.073135,d3146bb61b5673b3cc76b9808e936f62
210922L00079744,Check a Person's Well Being,2021-09-22 09:30:37.527,300 BLOCK H ST,32.634521,-117.07721,d3146bb61b5673b3cc76b9808e936f62
210922L00079749,Traffic Stop,2021-09-22 09:49:14.547,1500 BLOCK H ST,32.639967,-116.984669,d3146bb61b5673b3cc76b9808e936f62
210922L00079751,[Protected Call Type],2021-09-22 09:56:25.950,60 BLOCK THIRD AV,32.649046,-117.083099,d3146bb61b5673b3cc76b9808e936f62
210922L00079740,Traffic Stop,2021-09-22 09:22:49.757,H ST & FOURTH AV,32.633243,-117.081286,d3146bb61b5673b3cc76b9808e936f62
210922L00079734,Fraud/Forgery,2021-09-22 09:13:20.347,800 BLOCK REGULO PL,32.641815,-117.00975,d3146bb61b5673b3cc76b9808e936f62
210922L00079736,Traffic Stop,2021-09-22 09:17:58.427,H ST & BROADWAY,32.630947,-117.089456,d3146bb61b5673b3cc76b9808e936f62
210922L00079748,Vandalism,2021-09-22 09:48:04.977,700 BLOCK DIAMOND DR,32.619281,-117.028115,d3146bb61b5673b3cc76b9808e936f62
210922L00079745,Traffic Stop,2021-09-22 09:37:04.990,HILLTOP DR & H ST,32.637819,-117.06498,d3146bb61b5673b3cc76b9808e936f62
210922L00079752,Traffic Stop,2021-09-22 09:58:30.407,H ST & SECOND AV,32.635532,-117.073135,d3146bb61b5673b3cc76b9808e936f62
210922L00079732,Traffic Stop,2021-09-22 09:09:10.523,H ST & FIG AV,32.632767,-117.082941,d3146bb61b5673b3cc76b9808e936f62
210922L00079737,Traffic Stop,2021-09-22 09:18:55.527,LANDIS AV & E ST,32.644439,-117.082272,d3146bb61b5673b3cc76b9808e936f62
210922L00079750,Traffic Stop,2021-09-22 09:49:58.593,I-805 FREEWAY RAMP & E H ST,32.640637,-117.054943,d3146bb61b5673b3cc76b9808e936f62
210922L00079741,Traffic Stop,2021-09-22 09:25:32.543,H ST & HILLTOP DR,32.637819,-117.06498,d3146bb61b5673b3cc76b9808e936f62
210922L00079742,Traffic Stop,2021-09-22 09:29:02.960,H ST & HILLTOP DR,32.637819,-117.06498,d3146bb61b5673b3cc76b9808e936f62
210922L00079754,Police Impound,2021-09-22 09:59:18.833,E H ST & HILLTOP DR,32.637819,-117.06498,d3146bb61b5673b3cc76b9808e936f62
210922L00079731,Disturbance - Homeless-Related,2021-09-22 09:08:02.927,BAY BL & F ST,32.635872,-117.099251,d3146bb61b5673b3cc76b9808e936f62
210922L00079746,Traffic Stop,2021-09-22 09:43:39.303,800 BLOCK HELIX AV,32.626603,-117.053195,d3146bb61b5673b3cc76b9808e936f62
210922L00079747,Traffic Stop,2021-09-22 09:45:04.030,E L ST & MYRA AV,32.626483,-117.050997,d3146bb61b5673b3cc76b9808e936f62
210917L00078326,Assault,2021-09-17 13:14:37.250,200 BLOCK CHURCH AV,32.644873,-117.080214,133968eaef898a7c8f1d6cf90418c879
210917L00078333,Disturbance - General,2021-09-17 13:38:44.793,500 BLOCK E ST,32.642283,-117.089464,133968eaef898a7c8f1d6cf90418c879
210917L00078330,Disturbance - General,2021-09-17 13:31:29.630,700 BLOCK OTAY LAKES RD,32.646515,-117.00287,133968eaef898a7c8f1d6cf90418c879
210917L00078325,Disturbance - General,2021-09-17 13:12:34.410,1400 BLOCK HILLTOP DR,32.60654,-117.053057,133968eaef898a7c8f1d6cf90418c879
210917L00078321,Disturbance - General,2021-09-17 13:06:27.490,1000 BLOCK BROADWAY,32.613564,-117.082719,133968eaef898a7c8f1d6cf90418c879
210917L00078322,Traffic Hazard,2021-09-17 13:10:42.810,LA MEDIA RD & TELEGRAPH CANYON RD,32.639967,-116.984669,133968eaef898a7c8f1d6cf90418c879
210917L00078332,Disturbance - General,2021-09-17 13:35:39.613,1 BLOCK FOURTH AV,32.650685,-117.088005,133968eaef898a7c8f1d6cf90418c879
210917L00078329,PR Contact,2021-09-17 13:23:25.000,1400 BLOCK SECOND AV,32.604328,-117.060983,133968eaef898a7c8f1d6cf90418c879
210917L00078324,[Protected Call Type],2021-09-17 13:11:59.943,60 BLOCK SECOND AV,32.650418,-117.079082,133968eaef898a7c8f1d6cf90418c879
210917L00078331,Lost Property,2021-09-17 13:34:38.347,200 BLOCK EUCALYPTUS CT,32.647009,-117.066154,133968eaef898a7c8f1d6cf90418c879
210917L00078323,Vandalism,2021-09-17 13:11:30.977,1400 BLOCK H ST,32.642588,-117.003359,133968eaef898a7c8f1d6cf90418c879
210917L00078327,Incident Follow Up,2021-09-17 13:15:40.670,PEARLWOOD ST & MOUNTAIN VIEW LN,32.612665,-117.039103,133968eaef898a7c8f1d6cf90418c879
210917L00078318,Disabled Vehicle,2021-09-17 12:55:34.377,ASH AV & K ST,32.619155,-117.083624,133968eaef898a7c8f1d6cf90418c879
210917L00078328,False Alarm - Undefined,2021-09-17 13:17:48.247,500 BLOCK BIERNACKI CT,32.617093,-117.03153,133968eaef898a7c8f1d6cf90418c879
210917L00078326,Assault,2021-09-17 13:14:37.250,200 BLOCK CHURCH AV,32.644873,-117.080214,bd064fcb228569bffddff518cedac35f
210917L00078314,Illegally Parked Vehicle,2021-09-17 12:40:25.310,300 BLOCK BROADWAY,32.637314,-117.092607,bd064fcb228569bffddff518cedac35f
210917L00078319,Traffic Collision,2021-09-17 12:45:39.037,700 BLOCK E ST,32.639895,-117.097631,bd064fcb228569bffddff518cedac35f
210917L00078315,Grand Theft > $950,2021-09-17 12:44:17.270,1100 BLOCK BROADWAY,32.608577,-117.083874,bd064fcb228569bffddff518cedac35f
210917L00078312,PR Contact,2021-09-17 12:31:46.383,600 BLOCK SEA VALE ST,32.647529,-117.09585,bd064fcb228569bffddff518cedac35f
210917L00078310,Fraud/Forgery,2021-09-17 12:31:31.247,1400 BLOCK HILLTOP DR,32.60654,-117.053057,bd064fcb228569bffddff518cedac35f
210917L00078325,Disturbance - General,2021-09-17 13:12:34.410,1400 BLOCK HILLTOP DR,32.60654,-117.053057,bd064fcb228569bffddff518cedac35f
210917L00078321,Disturbance - General,2021-09-17 13:06:27.490,1000 BLOCK BROADWAY,32.613564,-117.082719,bd064fcb228569bffddff518cedac35f
210917L00078322,Traffic Hazard,2021-09-17 13:10:42.810,LA MEDIA RD & TELEGRAPH CANYON RD,32.639967,-116.984669,bd064fcb228569bffddff518cedac35f
210917L00078313,Death,2021-09-17 12:38:58.553,200 BLOCK SHASTA ST,32.634487,-117.072656,bd064fcb228569bffddff518cedac35f
210917L00078311,Vehicle Theft Recovery,2021-09-17 12:30:39.107,700 BLOCK RIVERLAWN AV,32.62263,-117.087624,bd064fcb228569bffddff518cedac35f
210917L00078324,[Protected Call Type],2021-09-17 13:11:59.943,60 BLOCK SECOND AV,32.650418,-117.079082,bd064fcb228569bffddff518cedac35f
210917L00078317,Traffic Collision,2021-09-17 12:51:07.427,FIFTH AV & MOSS ST,32.614849,-117.078602,bd064fcb228569bffddff518cedac35f
210917L00078323,Vandalism,2021-09-17 13:11:30.977,1400 BLOCK H ST,32.642588,-117.003359,bd064fcb228569bffddff518cedac35f
210917L00078316,Suspicious Vehicle,2021-09-17 12:42:38.003,CALLE SANTIAGO & PASEO RANCHERO,32.636831,-117.009961,bd064fcb228569bffddff518cedac35f
210917L00078327,Incident Follow Up,2021-09-17 13:15:40.670,PEARLWOOD ST & MOUNTAIN VIEW LN,32.612665,-117.039103,bd064fcb228569bffddff518cedac35f
210917L00078309,Traffic Stop,2021-09-17 12:30:56.823,I-5 & H ST,32.632543,-117.085537,bd064fcb228569bffddff518cedac35f
210917L00078318,Disabled Vehicle,2021-09-17 12:55:34.377,ASH AV & K ST,32.619155,-117.083624,bd064fcb228569bffddff518cedac35f
210917L00078328,False Alarm - Undefined,2021-09-17 13:17:48.247,500 BLOCK BIERNACKI CT,32.617093,-117.03153,bd064fcb228569bffddff518cedac35f
210917L00078314,Illegally Parked Vehicle,2021-09-17 12:40:25.310,300 BLOCK BROADWAY,32.637314,-117.092607,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078319,Traffic Collision,2021-09-17 12:45:39.037,700 BLOCK E ST,32.639895,-117.097631,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078315,Grand Theft > $950,2021-09-17 12:44:17.270,1100 BLOCK BROADWAY,32.608577,-117.083874,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078312,PR Contact,2021-09-17 12:31:46.383,600 BLOCK SEA VALE ST,32.647529,-117.09585,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078307,School Resource Officer Call,2021-09-17 12:17:40.350,700 BLOCK OTAY LAKES RD,32.646515,-117.00287,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078310,Fraud/Forgery,2021-09-17 12:31:31.247,1400 BLOCK HILLTOP DR,32.60654,-117.053057,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078305,PR Contact,2021-09-17 12:06:55.077,500 BLOCK H ST,32.632242,-117.085364,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078306,Other Incident,2021-09-17 12:16:46.340,400 BLOCK PALOMAR ST,32.60551,-117.070492,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078313,Death,2021-09-17 12:38:58.553,200 BLOCK SHASTA ST,32.634487,-117.072656,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078311,Vehicle Theft Recovery,2021-09-17 12:30:39.107,700 BLOCK RIVERLAWN AV,32.62263,-117.087624,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078308,Incident Follow Up,2021-09-17 12:19:58.787,1300 BLOCK MEDICAL CENTER DR,32.616404,-117.021289,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078317,Traffic Collision,2021-09-17 12:51:07.427,FIFTH AV & MOSS ST,32.614849,-117.078602,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078316,Suspicious Vehicle,2021-09-17 12:42:38.003,CALLE SANTIAGO & PASEO RANCHERO,32.636831,-117.009961,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078309,Traffic Stop,2021-09-17 12:30:56.823,I-5 & H ST,32.632543,-117.085537,bda8629c70d0c16fd7c283bc3dd5c297
210917L00078318,Disabled Vehicle,2021-09-17 12:55:34.377,ASH AV & K ST,32.619155,-117.083624,bda8629c70d0c16fd7c283bc3dd5c297
210901L00073423,Indecent Exposure,2021-09-01 14:07:47.103,600 BLOCK E ST,32.640485,-117.096979,93fcc27be01121c97d18aa47f9e8ee72
210901L00073407,Petty Theft <=$950,2021-09-01 13:12:47.143,600 BLOCK PALOMAR ST,32.60321,-117.078644,93fcc27be01121c97d18aa47f9e8ee72
210901L00073415,Petty Theft <=$950,2021-09-01 13:41:55.990,2000 BLOCK BIRCH RD,32.619973,-116.96696,93fcc27be01121c97d18aa47f9e8ee72
210901L00073418,Fraud/Forgery,2021-09-01 13:56:49.317,200 BLOCK ORANGE AV,32.601387,-117.060122,93fcc27be01121c97d18aa47f9e8ee72
210901L00073414,Duress Alarm,2021-09-01 13:40:48.757,700 BLOCK BROADWAY,32.623907,-117.086753,93fcc27be01121c97d18aa47f9e8ee72
210901L00073411,Grand Theft > $950,2021-09-01 13:29:19.833,500 BLOCK BROADWAY,32.630797,-117.089456,93fcc27be01121c97d18aa47f9e8ee72
210901L00073426,Assault,2021-09-01 14:09:01.540,700 BLOCK OTAY LAKES RD,32.646515,-117.00287,93fcc27be01121c97d18aa47f9e8ee72
210901L00073410,Illegally Parked Vehicle,2021-09-01 13:22:00.297,1400 BLOCK HILLTOP DR,32.60654,-117.053057,93fcc27be01121c97d18aa47f9e8ee72
210901L00073413,Incident Follow Up,2021-09-01 13:41:12.617,2000 BLOCK LAKERIDGE CI,32.652783,-116.980006,93fcc27be01121c97d18aa47f9e8ee72
210901L00073412,Disturbance - General,2021-09-01 13:35:41.780,600 BLOCK OXFORD ST,32.606672,-117.079998,93fcc27be01121c97d18aa47f9e8ee72
210901L00073424,Disturbance - General,2021-09-01 14:05:58.553,900 BLOCK MARINA WY,32.620655,-117.103911,93fcc27be01121c97d18aa47f9e8ee72
210901L00073422,Suspicious Vehicle,2021-09-01 14:00:25.930,HILLTOP DR & QUINTARD ST,32.60758,-117.053146,93fcc27be01121c97d18aa47f9e8ee72
210901L00073416,Disturbance - General,2021-09-01 13:42:34.047,60 BLOCK SECOND AV,32.650418,-117.079082,93fcc27be01121c97d18aa47f9e8ee72
210901L00073421,Other Incident,2021-09-01 14:03:41.463,500 BLOCK K ST,32.621896,-117.081313,93fcc27be01121c97d18aa47f9e8ee72
210901L00073409,Miscellaneous Assistance,2021-09-01 13:17:05.603,300 BLOCK CENTER ST,32.639684,-117.081653,93fcc27be01121c97d18aa47f9e8ee72
210901L00073408,Burglary - Other,2021-09-01 13:13:33.427,300 BLOCK QUAIL PL,32.609888,-117.03931,93fcc27be01121c97d18aa47f9e8ee72
220106L00001467,Fraud/Forgery,2022-01-06 10:47:27.473,1100 BLOCK WALNUT AV,32.630983,-116.941084,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001470,Disturbance - General,2022-01-06 11:03:06.003,300 BLOCK BROADWAY,32.637314,-117.092607,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001462,Traffic Collision,2022-01-06 10:35:14.990,2000 BLOCK LAKERIDGE CI,32.652783,-116.980006,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001461,Signal Out,2022-01-06 10:32:58.097,FOURTH AV & C ST,32.650535,-117.088005,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001468,Disturbance - General,2022-01-06 10:48:07.640,400 BLOCK BROADWAY,32.634152,-117.090964,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001471,Fraud/Forgery,2022-01-06 11:00:26.020,200 BLOCK QUINTARD ST,32.604628,-117.060983,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001463,Vehicle Theft,2022-01-06 10:36:12.107,400 BLOCK WOODLAWN AV,32.633009,-117.095242,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001474,Lost/Stolen Plates,2022-01-06 11:10:36.090,800 BLOCK REGULO PL,32.641815,-117.00975,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001469,Assault,2022-01-06 11:02:02.997,200 BLOCK LANDIS AV,32.644289,-117.082272,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001473,Security Check,2022-01-06 11:11:03.607,700 BLOCK BAY BL,32.62167,-117.094749,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001466,Police Impound,2022-01-06 10:49:26.193,600 BLOCK CRESTED BUTTE ST,32.611822,-117.082031,b9e703f140d868f23bf5b754ab6eb0a9
220106L00001475,False Alarm - Undefined,2022-01-06 11:10:50.127,1600 BLOCK PUFFIN PL,32.615027,-116.990751,b9e703f140d868f23bf5b754ab6eb0a9
220217L00013857,Illegally Parked Vehicle,2022-02-17 08:05:26.423,300 BLOCK K ST,32.624196,-117.073148,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013856,Traffic Collision,2022-02-17 07:55:52.743,1300 BLOCK EASTLAKE PW,32.629234,-116.948228,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013852,Minor Injury Collision,2022-02-17 07:47:44.263,L ST & THIRD AV,32.620589,-117.071797,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013855,Vehicle Burglary,2022-02-17 07:54:00.747,700 BLOCK SESAME ST,32.624321,-117.022646,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013853,Vandalism,2022-02-17 07:46:57.140,1100 BLOCK EASTLAKE PW,32.629234,-116.948228,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013851,Traffic Collision,2022-02-17 07:44:17.060,TELEGRAPH CANYON RD & NACION AV,32.630454,-117.046554,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013849,Suspicious Circumstances,2022-02-17 07:33:45.873,1000 BLOCK EASTLAKE PW,32.629234,-116.948228,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013860,Non-Injury Collision,2022-02-17 08:21:57.863,E PALOMAR ST & SANTA RITA,32.623378,-116.998882,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013879,Check a Person's Well Being,2022-02-17 08:15:20.887,VISTA WY & D ST,32.65119,-117.071864,4a0c7bda2b3bdd5cff4cfdbff00bc1b7
220217L00013857,Illegally Parked Vehicle,2022-02-17 08:05:26.423,300 BLOCK K ST,32.624196,-117.073148,35f560ecff16f5ee5b5cd25bde10913f
220217L00013847,Extra Patrol,2022-02-17 07:09:00.397,700 BLOCK E ST,32.639895,-117.097631,35f560ecff16f5ee5b5cd25bde10913f
220217L00013856,Traffic Collision,2022-02-17 07:55:52.743,1300 BLOCK EASTLAKE PW,32.629234,-116.948228,35f560ecff16f5ee5b5cd25bde10913f
220217L00013852,Minor Injury Collision,2022-02-17 07:47:44.263,L ST & THIRD AV,32.620589,-117.071797,35f560ecff16f5ee5b5cd25bde10913f
220217L00013855,Vehicle Burglary,2022-02-17 07:54:00.747,700 BLOCK SESAME ST,32.624321,-117.022646,35f560ecff16f5ee5b5cd25bde10913f
220217L00013853,Vandalism,2022-02-17 07:46:57.140,1100 BLOCK EASTLAKE PW,32.629234,-116.948228,35f560ecff16f5ee5b5cd25bde10913f
220217L00013851,Traffic Collision,2022-02-17 07:44:17.060,TELEGRAPH CANYON RD & NACION AV,32.630454,-117.046554,35f560ecff16f5ee5b5cd25bde10913f
220217L00013849,Suspicious Circumstances,2022-02-17 07:33:45.873,1000 BLOCK EASTLAKE PW,32.629234,-116.948228,35f560ecff16f5ee5b5cd25bde10913f
220217L00013848,Vehicle Burglary,2022-02-17 07:11:01.867,1200 BLOCK BATTLE CREEK RD,32.635877,-116.979841,35f560ecff16f5ee5b5cd25bde10913f
220322L00023598,Disturbance - General,2022-03-22 18:22:25.963,700 BLOCK THIRD AV,32.627346,-117.074508,510d172900a8417a5891878251fe802c
220322L00023596,False Alarm - Undefined,2022-03-22 18:17:00.407,4200 BLOCK BONITA RD,32.67387,-117.020668,510d172900a8417a5891878251fe802c
220322L00023602,Vehicle Theft,2022-03-22 18:48:16.450,100 BLOCK JACQUA ST,32.594655,-117.0803,510d172900a8417a5891878251fe802c
